<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;30;20190129;130000;209.0900000;209.5000000;208.6000000;209.5000000;2151380
SBER;30;20190129;133000;209.4900000;210.1200000;209.0000000;209.8800000;2965940
SBER;30;20190129;140000;209.8800000;210.5300000;209.7600000;210.1700000;2275840
SBER;30;20190129;143000;210.1500000;210.1800000;209.5000000;209.5000000;914730
SBER;30;20190129;150000;209.5000000;210.4000000;209.5000000;210.4000000;1409510
SBER;30;20190129;153000;210.3600000;210.5200000;209.6300000;209.6800000;1511490
SBER;30;20190129;160000;209.7000000;210.2500000;209.7000000;209.8200000;1369200
SBER;30;20190129;163000;209.8200000;210.4600000;209.8100000;210.4200000;1246970
SBER;30;20190129;170000;210.4200000;211.2000000;210.3100000;210.9600000;4103490
SBER;30;20190129;173000;210.9600000;212.0400000;210.9600000;211.6600000;4764270
SBER;30;20190129;180000;211.6800000;213.3000000;211.6800000;212.9400000;7059960
SBER;30;20190129;183000;212.9200000;214.4900000;212.2100000;213.0200000;9844700
SBER;30;20190129;190000;213.0200000;213.6100000;213.0000000;213.6100000;3194120
SBER;30;20190130;103000;213.8000000;214.3700000;213.1000000;213.3500000;5278770
SBER;30;20190130;110000;213.3800000;215.0800000;213.3200000;214.8500000;5619050
SBER;30;20190130;113000;214.8400000;215.3900000;214.3000000;215.3000000;4747060
SBER;30;20190130;120000;215.3200000;215.7000000;214.9100000;215.2200000;4101700
SBER;30;20190130;123000;215.2000000;215.2800000;214.3100000;214.5300000;3228610
SBER;30;20190130;130000;214.5300000;214.5300000;213.3500000;213.9900000;5220720
SBER;30;20190130;133000;214.0000000;214.5500000;213.6500000;213.7100000;2197070
SBER;30;20190130;140000;213.8000000;214.3000000;213.6500000;214.2300000;1194100
SBER;30;20190130;143000;214.2300000;214.8400000;213.8000000;214.7900000;2803540
SBER;30;20190130;150000;214.8000000;215.1000000;214.4100000;214.8500000;2250650
SBER;30;20190130;153000;214.8500000;214.8500000;214.1500000;214.4000000;1653510
SBER;30;20190130;160000;214.4000000;214.9000000;214.1500000;214.1500000;1547720
